name	Escherichia coli	Klebsiella pneumoniae	Salmonella enterica	Shigella flexneri	unclassified	other
26141_1#134	91.88829066870848	0.4384642190396801	0.10712983408216413	5.127840254459634	1.3178182382680703	1.1204567854419878
26141_1#135	91.37076972439175	0.439730012976601	0.13378716531217982	5.676278622452954	1.3447411256049533	1.034693349261559
26141_1#136	92.04584071215457	0.44223289812606575	0.1102718537202623	4.87120568220782	1.3005816763918194	1.2298671773994698
26141_1#137	95.05353114213057	0.012356406597523935	0.06473162682057701	0.059868782933809525	4.178777273778111	0.6307347677394262
26141_1#138	90.32791389111495	0.1767439812886169	6.944456899496426	0.6152614514691843	1.0721218163868085	0.8635019602440082
26141_1#139	98.57283590382514	0.013890711630530931	0.01337939709198378	0.02190130606776963	0.7804364240024679	0.5975562573820952
26141_1#140	95.94946612881311	0.043259417512724045	0.05622162564830562	0.8929087351227428	1.4730846775767854	1.5850594153263273
26141_1#141	96.81820468437472	0.019838837784200206	0.17968318793118473	0.3649637622371974	1.6890644783483886	0.9282450493243033
26141_1#142	97.31403744711965	0.16957617381312998	0.07703556692954511	0.09833459549798923	1.5559715621246148	0.7850446545150902
26141_1#143	97.53881364447668	0.118803257999666	0.07370593586456146	0.1189441871313382	1.388574734366203	0.7611582401615493
26141_1#144	78.26547307227868	8.250120376229289	0.11251921187812967	3.811703846745304	8.691709964294688	0.8684735285739151
26141_1#145	92.0317059361526	0.4519917171805156	0.1259843766703224	4.896761702649948	1.2614274797977598	1.2321287875488451
26141_1#146	74.26504215748845	0.04566927618687201	0.2897305063709282	22.063135208638677	2.1379250626188635	1.1984977886962014
26141_1#147	57.96786737909526	0.04067334415692442	0.18184176235766875	37.97410078976906	2.9479007733367557	0.8876159512843316
26141_1#148	95.55850837533852	0.06256793386991627	0.07350772598827586	0.2784209081818769	2.2874401590172355	1.7395548976041795
26141_1#149	96.19689288099109	0.5602554229983009	0.11806697555515692	0.48509088974481573	1.7252374810468742	0.9144563496637801
26141_1#150	96.0405221072263	0.012836525373900688	0.02154175522516667	0.04618198209230937	0.7850199224349266	3.0938977076474004
26141_1#151	98.42443665181466	0.013227342066254606	0.036015752039095426	0.039538250741521924	1.046254002349291	0.44052800098918965
26141_1#152	97.31943330507524	0.03306696453121686	0.13512461531978898	0.3771633686595167	1.223834782304389	0.9113769641098486
26141_1#153	98.63747415899266	0.014015461602413206	0.019191626398758994	0.05717671267348115	0.7746727867515664	0.4974692535811158
26141_1#154	94.04728740391751	1.1155857363705315	1.6463748478020723	0.5118456231999042	1.788562441823062	0.8903439468869152
26141_1#155	95.4573602264685	0.06272261088487464	0.0718590836842899	0.342182659844767	2.262654739944079	1.8032206791734922
26141_1#156	98.53805184705976	0.014612872692506239	0.05947953206497515	0.043618323514315105	0.8070858480569651	0.5371515766114783
26141_1#157	97.60231344518373	0.015584996934492893	0.062271331363810814	0.42820980564067035	0.9793831774032649	0.9122372434740242
26141_1#158	97.63529525187573	0.012881597058783022	0.31094068875225933	0.1822867508318352	1.260128054417051	0.5984676570643472
26141_1#159	95.00235838943442	0.01776449184364797	0.10115040398904727	0.8457276397116027	2.04146171139439	1.9915373636268896
26141_1#160	97.31497061251856	0.17823019108495317	0.0597316337285161	0.08569841393620212	1.5315576772031767	0.8298114715285863
26141_1#161	96.87163522763917	0.05340691619564734	0.09119777502414633	0.8479519150361551	1.0347199611472493	1.101088204957648
26141_1#162	95.47689045956977	1.5975950526464469	0.09399331053030865	1.433488993827457	0.8751352382450117	0.5228969451810173
26141_1#163	97.68278597678352	0.4784849015147096	0.13688774815765425	0.2915086818720955	0.8968480818215404	0.5134846098504795
26141_1#164	94.50973187395138	0.47445879028378174	0.1388276285567431	2.4729475564693173	1.2214972652672862	1.1825368854714924
26141_1#165	95.35798329418992	0.4627929694265663	0.09922490645223618	1.7340880276567296	1.2224908761582334	1.1234199261163127
26141_1#166	96.84369839767771	0.010658294322707268	0.38773352132534367	0.05991484022836157	1.0970430085015124	1.6009519379443589
26141_1#167	1.1272422493853138	96.02930273040843	0.08864962444795461	0.0	1.4417652557944618	1.3130401399638316
26141_1#168	96.69351700645556	0.26584547472634024	0.06801625373172411	0.48950970886172845	1.7173107346074352	0.765800821617205
26141_1#169	96.64696101265979	0.044859024935616144	0.06932758399140677	0.9493493133029708	1.059842554825346	1.2296605102848588
26141_1#170	97.13305073330969	0.018476428097428603	0.3183305207320333	0.44942853536226135	1.1298124219423804	0.950901360556216
26141_1#171	97.19179110077286	0.025362046972311852	0.21730321902903882	0.45996848503038945	1.185563142492684	0.9200120057027164
26141_1#172	95.51922367847685	0.011960519619823076	0.021330863016244976	0.033291382636068054	0.8408169111081992	3.5733766451428153
26141_1#173	97.19515804652222	0.148446097218533	0.013205327666679315	0.05403559367054984	0.8433195461617273	1.745835388760284
26141_1#174	98.60338953380943	0.010049306435770344	0.01021139202344406	0.05308302996314174	0.9149731424181224	0.4082935953500737
26141_1#175	95.35788685201524	0.13896445431041773	0.3355816478092386	0.8698303642884413	1.936448745006632	1.3612879365700365
26141_1#176	95.427031989654	0.7086190278658924	0.04781062417646772	1.4984474891415742	1.1938930506075838	1.1241978185544923
26141_1#177	97.60929749227341	0.017056141553340714	0.03892906382313413	0.08480692605688855	1.4831736425759194	0.766736733717309
26141_1#178	97.38645316135651	0.018532794590397052	0.12655855165153274	0.5585911129964921	1.0038714514631042	0.9059929279419663
26141_1#179	94.68724068931891	0.1034127881333618	2.6094908851387104	0.5669014289238508	1.4097364178308565	0.6232177906542944
26141_1#180	97.67120547908416	0.016042618240103577	0.05074273082112057	0.06424114528746323	1.4763449120518226	0.7214231145153178
26141_1#181	97.29965150605513	0.024511806520140532	0.05200765905142861	0.5965250073713041	1.3999438715155046	0.6273601494865062
26141_1#182	94.81025722389826	0.13672772749650597	2.763253373278362	0.40839436694206654	1.2370048383571828	0.6443624700276303
26141_1#183	68.03239753118582	0.05085513851395357	0.5084733864608334	28.75865882831945	1.6704977017689322	0.9791174137509984
26141_1#184	96.75726940539843	0.1279611623688379	0.30805748975314	0.5132246979610551	1.5442742555021767	0.749212989016371
26141_1#185	96.07331228137015	0.11136537367234646	0.6916375838598359	0.40475777624189074	1.9849575338105436	0.7339694510452404
26141_1#186	98.4648436274263	0.009559608537679088	0.020797621627775115	0.1557267528199021	0.9466931416741283	0.40237924791419744
26141_1#187	87.2645652716075	0.2537905847243768	9.565504093873772	0.48162723556787973	1.762669450867174	0.6718433633593008
26141_1#188	97.79962760731992	0.41679993603070525	0.160351602659295	0.27194089694089696	0.8692970231431769	0.48198293390602487
26141_1#189	98.52816249593211	0.010495515104384588	0.01831432165865767	0.10206712339767296	1.0134159450119535	0.3275445988952157
26141_1#190	98.48489438146794	0.011821178083831362	0.0390098876766435	0.10808989710403302	0.9715530737648901	0.3846315819026529
26141_1#191	96.38732466787788	0.015425798791489944	0.05196468582789795	0.24494298687093125	2.7549853377003406	0.5453565229314705
26141_1#192	86.06155976877822	0.6997827832008658	0.3482611011137213	1.948585296021936	3.32439520104587	7.617415849839389
26141_1#193	82.44642968103972	0.7255035984404898	0.5433908032241772	1.8669349763317098	7.5337816845194565	6.883959256444456
26141_1#194	97.65600056694934	0.09643983578926142	0.06809236890575125	0.12449506074613748	1.4625977823221397	0.5923743852873713
26141_1#195	91.4999435704475	0.13504705149830057	5.197276947798441	0.982027763339831	1.2231777285224132	0.9625269383935091
26141_1#196	97.00942177779841	0.011923262204539162	0.3512961146169592	0.5427084850415074	1.2429000574557199	0.8417503028828861
26141_1#197	97.50129992986048	0.12051686183162952	0.07281227068994284	0.14886424196675743	1.492287082827805	0.6642196128233877
26141_1#198	96.90017727342043	0.13962664565648353	0.05567592639658415	0.0689396634981955	2.0218859604534134	0.8136945305748924
26141_1#199	96.81285070809635	0.06982351668766144	0.0884325177183138	0.10290618518659898	2.1080658090621065	0.8179212632489623
26141_1#200	96.92107463290435	0.02536598934470404	0.052786544804555455	0.1066003726666846	2.1209444050213593	0.773228055258329
26141_1#201	97.49507101701349	0.02266199074257678	0.06600304803775488	0.43461449120998036	1.3762202065640456	0.605429246432152
26141_1#202	97.50783038375408	0.0987268709923294	0.779618993856304	0.3460414130625349	0.9721612605208154	0.29562107781393365
26141_1#203	65.82116404656885	0.04830612112759873	0.3090427749247581	25.581437645454898	7.278801251594139	0.9612481603297454
26141_1#204	86.33465610833117	0.5297918419215693	0.26956228250280617	9.48191880786608	2.442552614824455	0.941518344553927
26141_1#205	85.07358663862107	0.4829732744649041	0.3368381517147072	10.834960546823082	2.420883700908352	0.8507576874678904
26141_1#206	98.51379471034876	0.013072639273591886	0.1517195134517458	0.044370075652132454	0.8889394706042482	0.38810359066951605
26141_1#207	93.40950667525851	0.12037233252748741	4.197318363916555	0.6322791023539639	1.0601414771343025	0.5803820488091844
26141_1#208	95.91336075423588	0.34935933903052196	0.17339382764731462	1.4576770993901211	1.0999792706704925	1.0062297090256607
26141_1#209	97.466529888375	0.013648850714608618	0.14744236185972112	0.5235247070278541	1.2682129568452898	0.5806412351775236
26141_1#210	98.21168982775727	0.009401662527323582	0.03205112225223948	0.0784184124438126	1.3014892375892713	0.3669497374300903
26141_1#211	97.41655714293617	0.008535343037807617	0.05065884154846929	0.051923336813329675	2.0607321269521632	0.4115932087120626
26141_1#212	96.06438366264189	0.4718628678329683	0.09204900641438586	1.2649291051362006	1.1608154231238126	0.9459599348507481
26141_1#213	63.71306989528195	0.02455688048312358	0.26010814766685286	32.95707276419343	2.134152916320865	0.9110393960537806
26141_1#214	94.78315856427815	0.09578117012043609	0.4396719810726302	0.4787572374600231	1.963179607899086	2.2394514391696703
26141_1#215	97.94007517626643	0.013259617546509549	0.037040453363619066	0.057434321655261474	1.1579825780155542	0.7942078531526278
26141_1#216	97.19571482931626	0.17007731712985039	0.17341035110735425	0.2812710339904657	1.6682760900178408	0.5112503784382341
26141_1#217	95.5966653365026	0.008327983760431668	0.10262504988115273	0.03218418724083488	3.9151066155420993	0.3450908270728803
26141_1#218	94.6021283124171	0.09975987409036856	3.0268382302430417	0.4539188762168491	1.2695531643038258	0.5478015427288199
26141_1#219	97.04842827633836	0.013359416748177338	0.02429695092797165	0.7078147119209748	1.65039578248682	0.5557048615776949
26141_1#220	93.24051796639564	0.015665263386086238	0.04129933074513645	0.8371421812534268	2.0411521722102974	3.824223086009411
26141_1#221	97.37492554428796	0.04018008998557676	0.03475837728881686	0.5330360551321338	1.035621395118082	0.9814785381874316
26141_1#222	97.85132069698204	0.008820778945034838	0.08430478991714713	0.0845389698891392	1.5935166494154087	0.3774981148512353
26141_1#223	97.4887595493991	0.01066324453786889	0.09643282016855345	0.11191770571484999	1.8217457863957398	0.47048089378388624
26141_1#224	95.81207145733707	1.2287286807380042	0.2614186516411234	0.11881081099928348	2.0196094497743204	0.5593609495102072
26141_1#225	72.46018370516933	0.030414209786189778	0.31625764846353926	24.47683799169291	1.635348664657435	1.0809577802306052
26141_1#226	94.29208693871281	0.3446444114484666	1.0057728738927858	0.5113665454917823	1.9920254979263734	1.8541037325277756
26141_1#227	96.33978695431563	0.009969798804596808	0.015724723317819354	0.0421487429137426	0.8962281738408691	2.696141606807359
26141_1#228	97.22001853200914	0.01305705211384669	0.01449783027813322	0.042052712670113124	0.8446561988129788	1.8657176741157855
26141_1#229	73.18527292326601	0.10585338263083435	0.40369644905437163	23.14267251366883	2.0117899511966253	1.1507147801833355
26141_1#230	96.04073245857934	0.06799260126914264	0.8992060956707959	0.5528539933821587	1.7619706811486175	0.6772441699499581
26141_1#231	98.24997030784677	0.16052205075772163	0.09184280937195011	0.16730882863902236	0.937386810192265	0.39296919319227186
26141_1#232	98.13734227993325	0.3326968792884455	0.18690002948885437	0.034760604867473135	0.8801352204003564	0.42816498602161346
26141_1#233	97.40872364625271	0.15624323569115003	0.15899815420459598	0.12499458855292002	1.5467686773636218	0.6042716979350047
26141_1#234	94.4666392092257	0.20249862712795166	0.3507688083470621	0.33909939593629873	1.906232839099396	2.7347611202635846
26141_1#235	96.61492279475334	0.04571441204081294	0.4024289433022859	0.643870518467754	0.9999534170930845	1.293109914342736
26141_1#236	96.22474232967642	0.8963985154161666	0.45689184533015315	0.3101011801466019	1.4584667376757987	0.6533993917548742
26141_1#237	98.1312435929928	0.03323452137273953	0.3245882630649451	0.22080561282250694	0.9036178819111254	0.38651012783589067
26141_1#238	87.99633221262052	0.5937841276416952	8.991131128450865	0.09245249179673587	1.8878664103593943	0.43843362913079886
26141_1#239	95.46657289282687	0.03804758253731257	0.09174243927828184	0.3562637273948359	3.3485166795825307	0.6988566783801673
26141_1#240	96.90823249547898	0.07848563187002132	0.12177409893235266	0.4247124553461257	1.1758280436444843	1.2909672747280325
26141_1#241	97.92500509877986	0.04223078631904487	0.06308081547117654	0.04177587659208927	1.1595648940098247	0.7683425288280148
26141_1#242	96.78800974414732	0.06998444790046657	0.09413837239708776	0.9053248737252096	1.0841052037600296	1.0584373580698951
26141_1#243	98.54463240891171	0.02696387522390999	0.06521319260614185	0.025600533218206677	0.9641100216998603	0.3734799683401633
26141_1#244	97.65267482871643	0.3422425032594524	0.1481038038199224	0.24186175766295961	1.0741259213472056	0.5409911851940308
26141_1#245	98.09197482894508	0.24385792265413758	0.11408887893721098	0.13378316590053382	1.0010844401961652	0.4152107633668578
26141_1#246	98.53792700210705	0.025799306988850388	0.08440347691130427	0.013606945200385844	0.942247274569293	0.39601599422312006
26141_1#247	97.64491999607343	0.16656523019534702	0.07484048296848926	0.2882889957789339	0.886070481986846	0.9393148129969688
26141_1#248	94.77521807530202	0.4927973513976777	0.3167668502060415	2.143257569531681	1.328263498362234	0.9436966552003412
26141_1#249	82.8311122940575	0.25281172288389697	0.3166391459356747	13.222440722757275	1.7266136235801415	1.6503824907855176
26141_1#250	97.59293004011282	0.04803615566420697	0.0902087430313746	0.5529044208298002	1.1016742742706622	0.6142463660911375
26141_1#251	98.05864563816546	0.03999356625238549	0.06593142262621521	0.2906054243447793	1.0150540999926099	0.5297698486185425
26141_1#252	97.05873402312842	0.11297930614729153	0.08734023128423615	0.44271150334753495	1.4376902008520998	0.8605447352404099
26141_1#253	95.93424143052553	0.04554923858719116	1.0758562488385641	0.9438892063673923	1.145926626603829	0.8545372490775094
26141_1#254	95.78447265493442	0.0582870434817752	0.11001791720365887	1.9803225096658599	0.9821681163585416	1.0847317583557583
26141_1#255	98.66173421877771	0.03339899150949923	0.04198730361194189	0.09510760439371685	0.7922717914503352	0.3755000902567929
26141_1#256	94.15435924697302	0.4840060465489233	0.1669780025599829	3.034262787292744	1.2062657214726733	0.9541281951526486
26141_1#257	97.19882404214253	0.03447087211306446	0.038646858822796934	0.02968746915464362	0.776657600979155	1.921713156787817
26141_1#258	97.51602136782623	0.041278440395247994	0.24898656580690692	0.5499867368769535	0.9933836754849699	0.6503432136097018
26141_1#259	92.20609842908279	0.05105318003378924	0.6904852079747239	0.5054626902636155	5.568562248309633	0.9783382443354611
26141_1#260	96.23329655757962	0.15277944797629778	1.0471001363151018	0.696344995847595	1.1936651006705994	0.6768137616107737
26141_1#261	97.82349525360081	0.04898117613353686	0.07170043235899813	0.04382120946538125	1.1958800361659754	0.8161218922753051
26141_1#262	66.65615904757877	0.054426806718598245	0.6714767620678675	29.566604605210127	2.1116324131585187	0.9397003652661198
26141_1#263	90.64801857632749	0.18030417198480678	0.4358055636715927	5.629334604561042	2.133970997554937	0.9725660859001408
26141_1#264	4.633057972029462	91.5126196268768	0.19007846731442038	0.0	2.449401218572729	1.2148427152065864
26141_1#265	82.11610942917787	0.06158651255375073	0.9967745635134476	12.643145436863612	3.326378665929304	0.856005391962043
26141_1#266	95.81823963667357	0.04523365535749387	1.1783519011416945	0.888431492642321	1.1974016452603704	0.8723416689245482
26141_1#267	98.59487565667976	0.031269610743549746	0.038226381941082604	0.08175999139368512	0.8921879762609148	0.3616803829810067
26141_1#268	98.64119375358901	0.037214203281540084	0.03505382818467165	0.09136295974175851	0.9173231419380377	0.27785211326498427
26141_1#269	1.6738605898123327	95.40998659517427	0.040214477211796246	0.0	1.6529490616621985	1.2229892761394012
26141_1#270	97.50372868694535	0.35286528496077707	0.16362532029013938	0.16336831716926484	1.4229406125755053	0.3934717780589807
26141_1#271	97.39151219607554	0.13124187513273022	0.1714941225498777	0.07597278486017897	1.700457524993269	0.5293214963884054
26141_1#272	98.36848364751171	0.025703190079756237	0.06905081427366858	0.04733458767163029	1.0741049266992522	0.4153228337639945
26141_1#273	98.31599571535303	0.036680538761352965	0.0627094691298386	0.06255944647641794	1.2396371852149675	0.2824176450643847
26141_1#274	94.316440554122	0.47612468118317913	0.15789912629565042	2.997469381759881	1.2690434312843168	0.7830228253549762
26141_1#275	97.18496201932884	0.040397370440712295	0.05642933277671206	0.07404861811627617	1.983995022155061	0.660167637182397
26141_1#276	95.89413746329393	0.03376212977178887	0.11574522634787664	0.3607256249347862	3.1112585150625307	0.48437104058908176
26141_1#277	98.77896784230595	0.02745427190519671	0.03995211210084596	0.06255749518696564	0.8835904724115299	0.20747780608951416
26141_1#278	98.84221133116405	0.028706195851578086	0.03674058302869616	0.03607105076393632	0.8226877703236518	0.23358306886807156
26141_1#279	98.68855565179732	0.058957476180164566	0.04643852858380251	0.06699328713728887	0.8726890699436985	0.26636598635771236
26141_1#280	98.82395413445033	0.029407123696403723	0.03283397008920958	0.03992674518129612	0.8382225665007434	0.23565546008201466
26141_1#281	1.2981338345546156	95.99232164976273	0.04008619709073052	0.0	1.9230392083799766	0.7464191102119457
26141_1#282	97.28951575004228	0.03892151705535779	0.08404668202565252	0.06637053454199657	1.857610133871323	0.6635353824633796
26141_1#283	93.81442240489777	0.11873340280838598	2.715907415814057	0.15004851275229014	2.4973616836528523	0.7035265800746373
26141_1#284	97.82091932592762	0.05051074924782906	0.2761052350188677	0.24021003990122008	1.003778082878522	0.6084765670259458
26141_1#285	97.39495934127204	0.03299565534758566	0.16760446155130757	0.5123080528253708	1.4344356126821831	0.45769687632150635
26141_1#286	97.5997953569738	0.05033558305633759	0.1665350139866907	0.5168586695352697	1.0113626389948487	0.6551127374530523
26141_1#287	93.88966529516017	0.1798833568857694	0.421601617701022	1.7982089738685072	2.20708446866485	1.5035562877196753
26141_1#288	97.57146086207682	0.09539860718033516	0.4653045579048059	0.22955827007087856	1.1953187645622536	0.44295893820491017
26141_1#289	91.26587968110525	0.04766423351268754	6.159112674217592	0.5356969185598742	1.1216866129217387	0.8699598796828525
26141_1#290	87.37827525832667	0.06558107055025353	0.3307391027133156	0.36447422130912505	10.401076824985578	1.4598535221150684
26141_1#291	95.68100255401622	0.07276071906642906	0.5480869515229656	0.7046949552020629	2.1959612052328588	0.7974936149594782
26141_1#292	96.45995426852662	0.023479581971364117	0.031689762595337845	0.5833064776023202	0.9061890950385956	1.995380814265772
26141_1#293	97.46478691725339	0.0531609415286026	0.4671719104028713	0.49995449101217626	0.9271751483874917	0.587750591415471
26141_1#294	1.144701528712122	94.39653507682971	0.0965543877072471	0.0	2.64653606207856	1.7156729446723773
26141_1#295	94.21360695228655	0.13261508640754718	3.341493174647455	0.3033866874464219	1.492258891103851	0.5166392081081881
26141_1#296	96.06150940249826	1.6050992011240564	0.09559763796233386	0.9627458151267164	0.9490418359369517	0.3260061073516738
26141_1#297	96.22551306060646	0.8902648287573157	0.43849675551205947	0.40023500321693634	1.5088944992328248	0.5365958526744095
26141_1#298	97.68321909077002	0.028554570552370685	0.08194870375361485	0.6408024417071554	1.007277044893321	0.5581981483235268
26141_1#299	97.24021776819005	0.30404437137105905	0.23129018099024534	0.36804668026437365	1.509265302932014	0.34713569625226626
