"","Aac3_IIa","Aac3_IId","Aac6Ib_cr","AadA16","AadA1","AadA1_pm","AadA17","AadA2","AadA24","AadA5","AmpC1","AmpC2","AMPH","Aph3","Arr2","Arr3","CARB_2","Cat_pC221","CatA1","CatA2","CatB3","CatB4","CmlA1","CmlA5","CMY_42","CMY_94","CTX_M_1","CTX_M_15","CTX_M_3","CTX_M_55","CTX_M_14","CTX_M_16","CTX_M_27","CTX_M_65","CTX_M_9","DfrA12","DfrA1","DfrA15","DfrA16","DfrA27","DfrA14","DfrA30","DfrA5","DfrA17","DfrA8","ErmB","FloR","FosA","LAP_2","MefB","MphA","MrdA","NDM_5","OXA_1","OXA_10","QepA","Qnr_S1","QnrS2","QnrB1","QnrB19","QnrB6","RmtB","Sat_2A","SHV_12","StrA","StrB","SulI","SulII","SulIII","TEM_135","TEM_33","TEM_90","TetA","TetB","TetD","TEM_1","GyrA","GyrB","ParC","ParE"
"CTX_M_1",0,0,0,0,0.01,0,0,0,0,0,0.00555555555555554,0.00422832980972521,0.00422832980972521,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0131578947368421,0,0,0,0.00961538461538458,0,0,0,0,0,0,0,0,0,0,0.00422832980972521,0,0,0,0,0,0,0,0,0,0,0,0,0.00498753117206985,0.00467289719626163,0,0.00228832951945079,0.032258064516129,0,0,0,0.0103626943005182,0.00380228136882133,0,0.00344827586206897,0.00276243093922657,0,0,0
"CTX_M_15",0.246875,0.387878787878788,0.534375,0.00626959247648906,0.164345403899721,0.00313479623824453,0.0628571428571428,0.119047619047619,0.00626959247648906,0.460154241645244,0.536199095022624,0.674418604651163,0.674418604651163,0.00937500000000002,0.00313479623824453,0.00313479623824453,0.00313479623824453,0,0.184210526315789,0.00312500000000004,0.0532915360501567,0.45,0.0057803468208093,0.00313479623824453,0,0.137931034482759,0,1,0,0,0.0029850746268657,0,0.0101265822784811,0,0.00903614457831325,0.115068493150685,0.179640718562874,0.00313479623824453,0.00313479623824453,0.00626959247648906,0.198863636363636,0.00313479623824453,0.00626959247648906,0.474358974358974,0.0582822085889571,0.00305810397553519,0.015625,0.00289017341040465,0.00313479623824453,0,0.530952380952381,0.674418604651163,0,0.58307210031348,0.00313479623824453,0.0368271954674221,0.171339563862928,0,0.00626959247648906,0.00626959247648906,0.00626959247648906,0,0.168674698795181,0,0.651376146788991,0.645374449339207,0.468235294117647,0.681514476614699,0.00576368876080691,0,0.00313479623824453,0.00626959247648906,0.239709443099274,0.470886075949367,0.0219435736677116,0.591623036649215,0.611374407582938,0.00312500000000004,0.5425,0.497237569060774
"CTX_M_3",0,0,0,0,0.118811881188119,0,0,0.113207547169811,0,0.00381679389312972,0.0388888888888889,0.0295983086680761,0.0295983086680761,0,0,0,0,0,0,0,0,0,0.387096774193548,0,0,0,0,0,1,0,0,0,0,0,0,0.133333333333333,0,0,0,0,0.0263157894736842,0,0,0.00371747211895912,0,0,0,0.4,0,0,0.0029673590504451,0.0295983086680761,0,0,0,0,0.0289855072463768,0.0714285714285714,0,0,0,0,0,0.0256410256410257,0.0272277227722773,0.0327102803738317,0.0424836601307189,0.0112359550561798,0.375,0,0,0,0.0561224489795918,0.00363636363636366,0,0.00664451827242529,0.00267379679144386,0,0,0
"CTX_M_55",0,0,0,0,0,0,0,0,0,0,0.00277777777777777,0.0021141649048626,0.0021141649048626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00970873786407767,0,0,0,0,0,0.166666666666667,0,0,0,0.00308641975308643,0.0021141649048626,0,0,0,0,0,0,0,0,0,0,0,0,0.00249376558603487,0.00233644859813087,0,0.00229357798165142,0,0,0,0,0,0,0,0.0034602076124568,0,0,0,0
"CTX_M_14",0,0.012987012987013,0.00531914893617025,0,0.12621359223301,0,0.0144927536231884,0.130841121495327,0,0.0191570881226054,0.0472222222222223,0.0359408033826638,0.0359408033826638,0,0,0,0,0.0588235294117647,0,0,0.0303030303030303,0,0.4375,0,0,0,0,0.0029850746268657,0,0,1,0,0,0,0,0,0.0109890109890109,0,0,0,0.0169491525423728,0,0,0.0186567164179104,0,0,0,0.5,0,0,0.00887573964497046,0.0359408033826638,0,0.00495049504950495,0,0,0,0,0,0,0,0,0,0,0.0170316301703163,0.0183066361556065,0.00940438871473359,0.0179775280898876,0.424242424242424,0.0588235294117647,0,0,0.0447761194029851,0.00359712230215825,0,0.0166112956810631,0.0106951871657754,0,0.0128617363344051,0.00418410041841
"CTX_M_16",0,0.0503597122302158,0,0,0,0,0,0,0,0.0281124497991968,0.0194444444444445,0.014799154334038,0.014799154334038,0,0,0,0,0,0.0568181818181818,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02734375,0,0,0,0,0,0,0.0216049382716049,0.014799154334038,0,0,0,0,0,0,0,0,0,0,0,0,0.0174563591022444,0.0163551401869159,0,0.0160550458715596,0,0,0,0,0,0.0267175572519084,0,0.0242214532871973,0.0193905817174516,0,0.0234899328859061,0
"CTX_M_27",0.00628930817610063,0.0138888888888888,0.0120481927710844,0,0.0170454545454546,0,0.316831683168317,0.23489932885906,0,0.146341463414634,0.136950904392765,0.169133192389006,0.169133192389006,0.0120481927710844,0,0,0,0,0.136986301369863,0.0123456790123457,0,0.0135135135135135,0.0092592592592593,0,0,0,0,0.0101265822784811,0,0,0,0,1,0,0,0.263157894736842,0.0130718954248366,0,0,0,0.0578034682080925,0,0,0.146757679180887,0.0192307692307693,0.0987654320987654,0,0,0,0,0.227963525835866,0.169133192389006,0,0.0114068441064639,0,0.395604395604396,0,0,0,0,0,0,0.0136054421768708,0.00952380952380949,0.184729064039409,0.184149184149184,0.245954692556634,0.180778032036613,0.00917431192660545,0,0,0,0.385786802030457,0.128712871287129,0,0.0634005763688761,0.198369565217391,0,0.239344262295082,0.165384615384615
"CTX_M_65",0,0,0,0,0.0101010101010101,0,0,0.00961538461538458,0,0.00401606425702816,0.00277777777777777,0.0021141649048626,0.0021141649048626,0,0,0,0,0,0,0,0,0,0.0344827586206896,0,0,0,0,0,0,0,0,0,0,1,0,0.0113636363636364,0,0,0,0,0.00970873786407767,0,0,0.00390625,0,0,0,0.0357142857142857,0,1,0.00308641975308643,0.0021141649048626,0,0,0,0,0,0,0,0,0,1,0,0.0384615384615384,0,0.00233644859813087,0.00327868852459012,0.00229357798165142,0.0333333333333333,0,0,0,0,0.00381679389312972,0,0.0034602076124568,0.00277008310249305,0.5,0,0.00448430493273544
"CTX_M_9",0,0.0130718954248366,0.00534759358288772,0,0.105769230769231,0,0,0.00840336134453779,0,0.00378787878787878,0.0444444444444444,0.0338266384778013,0.0338266384778013,0,0,0,0,0,0.00990099009900991,0,0,0,0,0,0,0,0,0.00903614457831325,0,0,0,0,0,0,1,0.00970873786407767,0.1375,0,0,0,0,0,0,0.00369003690036895,0.135135135135135,0,0,0,0,0,0.00591715976331364,0.0338266384778013,0,0.00497512437810943,0,0,0,0,0,0,0,0,0.148648648648649,0,0.0399002493765586,0.0254041570438799,0.00626959247648906,0.036697247706422,0,0,0,0,0,0.0411985018726592,0,0.0234899328859061,0.00265957446808507,0,0.00319488817891378,0.0127118644067796
"DfrA12",0.0306748466257669,0.182291666666667,0.0276679841897233,0,0.222222222222222,0.0113636363636364,0.566666666666667,0.846153846153846,0,0.0181268882175226,0.178947368421053,0.186046511627907,0.186046511627907,0,0.0113636363636364,0,0,0,0.251798561151079,0.0227272727272727,0,0.0309734513274337,0.135922330097087,0.0113636363636364,0,0,0,0.115068493150685,0.133333333333333,0,0,0,0.263157894736842,0.0113636363636364,0.00970873786407767,1,0.156028368794326,0,0,0,0.0611111111111111,0,0,0.0177514792899408,0.0178571428571429,0.0543478260869565,0,0.12621359223301,0.0113636363636364,0.0113636363636364,0.222551928783383,0.186046511627907,0,0.0339622641509434,0.0113636363636364,0.467391304347826,0.00694444444444442,0.0113636363636364,0,0,0,0.0113636363636364,0.162962962962963,0.00884955752212391,0.181159420289855,0.191685912240185,0.288524590163934,0.167037861915368,0.134615384615385,0,0,0,0.206008583690987,0.24113475177305,0.0326086956521739,0.16,0.200534759358289,0.0112359550561798,0.148809523809524,0.196153846153846
"DfrA1",0.00649350649350644,0.120418848167539,0.0122950819672131,0,0.596330275229358,0,0.024,0.147435897435897,0.0266666666666666,0.0125,0.118251928020566,0.158562367864693,0.158562367864693,0.0128205128205128,0,0,0,0,0.133802816901408,0,0,0.00456621004566204,0.00970873786407767,0,0,0.00847457627118642,0.0131578947368421,0.179640718562874,0,0,0.0109890109890109,0,0.0130718954248366,0,0.1375,0.156028368794326,1,0,0,0,0.0409356725146199,0,0.0131578947368421,0.0122324159021406,0.0860215053763441,0,0,0.00980392156862742,0,0,0.102209944751381,0.158562367864693,0,0.0785123966942148,0,0.00826446280991733,0.0476190476190477,0,0,0,0,0,0.92,0.0412371134020618,0.160975609756098,0.161662817551963,0.0734463276836158,0.169336384439359,0.0194174757281553,0,0,0,0.0347490347490348,0.212230215827338,0.064935064935065,0.155555555555556,0.162666666666667,0.0131578947368421,0.0596590909090909,0.0875912408759124
"DfrA15",0.0125,0,0.0058139534883721,0,0.0101010101010101,0,0,0,0,0.00401606425702816,0.00277777777777777,0.0021141649048626,0.0021141649048626,0,0,0,0,0,0,0,0,0.00689655172413794,0,0,0,0,0,0.00313479623824453,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00390625,0,0,0,0,0,0,0.00308641975308643,0.0021141649048626,0,0.0053763440860215,0,0,0,0,0,0,0,0,0,0,0.00249376558603487,0.00233644859813087,0.00327868852459012,0.00229357798165142,0,0,0,0,0.00518134715025909,0.00381679389312972,0,0.0034602076124568,0.00277008310249305,0,0.00335570469798663,0.00448430493273544
"DfrA16",0,0,0,0,0.0101010101010101,0,0,0.00961538461538458,0,0,0,0.0021141649048626,0.0021141649048626,0,0,0,1,0,0,0,0,0,0.0344827586206896,0,0,0,0,0.00313479623824453,0,0,0,0,0,0,0,0,0,0,1,0,0.00970873786407767,0,0,0,0,0,0,0,0,0,0,0.0021141649048626,0,0,0,0,0.0175438596491229,0,0,0,0,0,0,0,0.00249376558603487,0.00233644859813087,0,0.00229357798165142,0.0333333333333333,0,0,0,0.00518134715025909,0,0,0.0034602076124568,0,0,0,0
"DfrA27",0,0.00714285714285712,0.0116279069767442,1,0,0,0,0,0,0,0.00277008310249305,0.00422832980972521,0.00422832980972521,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.00626959247648906,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00389105058365757,0,0,0,0,0,0,0,0.00422832980972521,0,0,0,0,0,0,0,0,1,0,0,0,0.00248756218905477,0.00233100233100236,0.00655737704918036,0.00228832951945079,0,0,0,0,0.0103626943005182,0.00380228136882133,0,0.00344827586206897,0.0055401662049861,0,0.00671140939597314,0
"DfrA14",0.0280898876404494,0.0521739130434783,0.0185185185185185,0,0.0631578947368421,0.00970873786407767,0.0469798657718121,0.0670103092783505,0.00961538461538458,0.0634441087613293,0.205729166666667,0.217758985200846,0.217758985200846,0,0.00970873786407767,0,0.00970873786407767,0,0.0988372093023255,0.0194174757281553,0,0.0247933884297521,0.0393700787401575,0.00970873786407767,0,0,0.00961538461538458,0.198863636363636,0.0263157894736842,0.00970873786407767,0.0169491525423728,0,0.0578034682080925,0.00970873786407767,0,0.0611111111111111,0.0409356725146199,0,0.00970873786407767,0,1,0,0.00961538461538458,0.0684523809523809,0.0078125,0.00900900900900903,0.0092592592592593,0.0396825396825397,0.00970873786407767,0.00970873786407767,0.0948717948717949,0.217758985200846,0,0.0471014492753623,0.00970873786407767,0.0563380281690141,0.415929203539823,0,0.0194174757281553,0.0194174757281553,0,0.00970873786407767,0.0424242424242425,0.162162162162162,0.145454545454546,0.234883720930233,0.0851063829787234,0.233409610983982,0.0390625,0,0.00970873786407767,0.0194174757281553,0.174603174603175,0.0993975903614458,0,0.22884012539185,0.104761904761905,0.00961538461538458,0.0750670241286864,0.065359477124183
"DfrA30",0,0.0071942446043165,0,0,0,0,0,0,0,0.00401606425702816,0.00277777777777777,0.0021141649048626,0.0021141649048626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00313479623824453,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00390625,0,0,0,0,0,0,0,0.0021141649048626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00229357798165142,0,0,0,0,0.00518134715025909,0,0,0.0034602076124568,0,0,0,0
"DfrA5",0.0123456790123457,0,0,0,0.0202020202020202,0,0,0,0,0,0.00277008310249305,0.00422832980972521,0.00422832980972521,0,0,0,0,0,0.0232558139534884,0,0,0,0,0,0,0,0,0.00626959247648906,0,0,0,0,0,0,0,0,0.0131578947368421,0,0,0,0.00961538461538458,0,1,0,0,0,0,0,0,0,0,0.00422832980972521,0,0.00534759358288772,0,0,0,0,0,0,0,0,0.0142857142857142,0,0.00248756218905477,0.00467289719626163,0,0.00458715596330272,0,0,0,0,0.00515463917525771,0.00380228136882133,0,0.00692041522491349,0.00276243093922657,0,0.00334448160535117,0.0044642857142857
"DfrA17",0.263157894736842,0.352739726027397,0.602996254681648,0.00389105058365757,0.0260115606936416,0,0.0164473684210527,0.0285714285714286,0,0.964980544747082,0.463182897862233,0.54122621564482,0.54122621564482,0.0116731517509727,0,0,0,0,0.103225806451613,0,0.06640625,0.513207547169811,0.0142348754448398,0,0.00390625,0.167315175097276,0,0.474358974358974,0.00371747211895912,0,0.0186567164179104,0.02734375,0.146757679180887,0.00390625,0.00369003690036895,0.0177514792899408,0.0122324159021406,0.00390625,0,0.00389105058365757,0.0684523809523809,0.00390625,0,1,0.0444444444444444,0.0153256704980843,0.019455252918288,0.0142857142857142,0,0.00390625,0.700879765395894,0.54122621564482,0.00390625,0.561837455830389,0,0.0167785234899329,0.00967741935483868,0,0,0,0.00389105058365757,0.00390625,0.00931677018633537,0.0763358778625954,0.53864168618267,0.544018058690745,0.65,0.555056179775281,0.0141843971631206,0.00390625,0,0,0.282857142857143,0.442896935933148,0.0076628352490421,0.445623342175066,0.649732620320856,0.00389105058365757,0.668674698795181,0.473846153846154
"DfrA8",0.0192307692307693,0.0509554140127388,0.0588235294117647,0,0.0330578512396694,0,0.0394736842105263,0.0236220472440944,0.037037037037037,0.0456273764258555,0.0722222222222222,0.054968287526427,0.054968287526427,0,0,0,0,0,0.087378640776699,0,0,0.062111801242236,0,0,0,0.129032258064516,0,0.0582822085889571,0,0,0,0,0.0192307692307693,0,0.135135135135135,0.0178571428571429,0.0860215053763441,0,0,0,0.0078125,0,0,0.0444444444444444,1,0.0294117647058824,0,0,0,0,0.0638297872340425,0.054968287526427,0,0.0984455958549223,0,0.028169014084507,0,0,0,0,0,0,0.0919540229885057,0.0196078431372549,0.0621890547263682,0.0436781609195402,0.0376175548589341,0.0596330275229358,0,0,0,0,0.00458715596330272,0.0786516853932584,0,0.0899653979238755,0.0573770491803278,0,0.0657894736842105,0.0826086956521739
"ErmB",0,0,0,0,0,0,0.0877192982456141,0.0462962962962963,0,0.0117647058823529,0.025,0.0190274841437632,0.0190274841437632,0.0833333333333334,0,0,0,0,0.0439560439560439,0,0,0,0,0,0,0,0,0.00305810397553519,0,0,0,0,0.0987654320987654,0,0,0.0543478260869565,0,0,0,0,0.00900900900900903,0,0,0.0153256704980843,0.0294117647058824,1,0,0,0,0,0.0246153846153846,0.0190274841437632,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0.0173697270471465,0.0186480186480187,0.0261437908496732,0.0206422018348624,0,0,0,0,0.0253807106598984,0.0265151515151515,0.0666666666666667,0.0136054421768708,0.0249307479224377,0,0.0302013422818792,0.0265486725663717
"FloR",0.0617283950617284,0,0.0289017341040463,0,0,0,0,0,0,0.02,0.0166666666666667,0.0126849894291755,0.0126849894291755,0,0,0,0,0,0,0,0,0.0342465753424658,0,0,0,0,0,0.015625,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0.0092592592592593,0,0,0.019455252918288,0,0,1,0,0,0,0.0185185185185185,0.0126849894291755,0,0.0267379679144385,0,0,0,0,0,0,0,0,0,0,0.0149625935162094,0.014018691588785,0.0163398692810458,0.0137614678899083,0,0,0,0,0.0257731958762887,0.0190114068441065,0,0.00682593856655289,0.0138121546961326,0,0.0167224080267558,0.0223214285714286
"FosA",0,0.00602409638554213,0.00502512562814073,0,0.257425742574257,0,0.0125,0.257142857142857,0,0.0146520146520146,0.0777777777777777,0.0591966173361522,0.0591966173361522,0,0,0,0,0.0357142857142857,0,0,0.0227272727272727,0,0.9,0,0,0,0,0.00289017341040465,0.4,0,0.5,0,0,0.0357142857142857,0,0.12621359223301,0.00980392156862742,0,0,0,0.0396825396825397,0,0,0.0142857142857142,0,0,0,1,0,0.0357142857142857,0.00571428571428567,0.0591966173361522,0,0.00469483568075113,0,0,0,0.0357142857142857,0,0,0,0.0357142857142857,0,0.0188679245283019,0.0362318840579711,0.0434782608695652,0.0438871473354232,0.0220264317180616,0.870967741935484,0.0357142857142857,0,0,0.0886699507389163,0.0034602076124568,0,0.0127795527156549,0.00777202072538863,0.0344827586206896,0.00617283950617287,0.00803212851405621
"LAP_2",0.0125,0,0,0,0,1,0,0.00961538461538458,0,0,0.00277777777777777,0.0021141649048626,0.0021141649048626,0,1,0,0,0,0,0.5,0,0.00689655172413794,0,1,0,0,0,0.00313479623824453,0,0,0,0,0,0,0,0.0113636363636364,0,0,0,0,0.00970873786407767,0,0,0,0,0,0,0,1,0,0.00308641975308643,0.0021141649048626,0,0.0053763440860215,1,0.0212765957446809,0.0175438596491229,0,0,0,0,0,0,0,0.00249376558603487,0.00233644859813087,0.00327868852459012,0.00229357798165142,0,0,0,0,0.00518134715025909,0,0,0.0034602076124568,0.00277008310249305,0,0.00335570469798663,0.00448430493273544
"MefB",0,0,0,0,0.0101010101010101,0,0,0.00961538461538458,0,0.00401606425702816,0.00277777777777777,0.0021141649048626,0.0021141649048626,0,0,0,0,0,0,0,0,0,0.0344827586206896,0,0,0,0,0,0,0,0,0,0,1,0,0.0113636363636364,0,0,0,0,0.00970873786407767,0,0,0.00390625,0,0,0,0.0357142857142857,0,1,0.00308641975308643,0.0021141649048626,0,0,0,0,0,0,0,0,0,1,0,0.0384615384615384,0,0.00233644859813087,0.00327868852459012,0.00229357798165142,0.0333333333333333,0,0,0,0,0.00381679389312972,0,0.0034602076124568,0.00277008310249305,0.5,0,0.00448430493273544
"MphA",0.224242424242424,0.361764705882353,0.467455621301775,0,0.0874035989717223,0.00308641975308643,0.156441717791411,0.219373219373219,0.00307692307692309,0.695266272189349,0.554545454545455,0.684989429175476,0.684989429175476,0.00613496932515334,0.00308641975308643,0,0,0,0.227544910179641,0.00617283950617287,0.0524691358024691,0.4,0.00857142857142856,0.00308641975308643,0.00308641975308643,0.132307692307692,0,0.530952380952381,0.0029673590504451,0.00308641975308643,0.00887573964497046,0.0216049382716049,0.227963525835866,0.00308641975308643,0.00591715976331364,0.222551928783383,0.102209944751381,0.00308641975308643,0,0,0.0948717948717949,0,0,0.700879765395894,0.0638297872340425,0.0246153846153846,0.0185185185185185,0.00571428571428567,0.00308641975308643,0.00308641975308643,1,0.684989429175476,0.00308641975308643,0.5,0.00308641975308643,0.138036809815951,0.0106100795755968,0,0,0,0,0.00308641975308643,0.100840336134454,0.0606060606060606,0.662844036697248,0.68609865470852,0.797142857142857,0.700223713646532,0.00854700854700852,0,0,0,0.346354166666667,0.627777777777778,0.00914634146341464,0.547979797979798,0.831550802139037,0.00307692307692309,0.762039660056657,0.590116279069767
"MrdA",0.169133192389006,0.293868921775899,0.363636363636364,0.00422832980972521,0.209302325581395,0.0021141649048626,0.112050739957717,0.219873150105708,0.00422832980972521,0.526427061310782,0.761099365750529,1,1,0.0084566596194503,0.0021141649048626,0.0021141649048626,0.0021141649048626,0.0021141649048626,0.181818181818182,0.00422832980972521,0.0359408033826638,0.306553911205074,0.0613107822410148,0.0021141649048626,0.0021141649048626,0.0930232558139534,0.00422832980972521,0.674418604651163,0.0295983086680761,0.0021141649048626,0.0359408033826638,0.014799154334038,0.169133192389006,0.0021141649048626,0.0338266384778013,0.186046511627907,0.158562367864693,0.0021141649048626,0.0021141649048626,0.00422832980972521,0.217758985200846,0.0021141649048626,0.00422832980972521,0.54122621564482,0.054968287526427,0.0190274841437632,0.0126849894291755,0.0591966173361522,0.0021141649048626,0.0021141649048626,0.684989429175476,1,0.0021141649048626,0.39323467230444,0.0021141649048626,0.0993657505285412,0.120507399577167,0.0021141649048626,0.00422832980972521,0.00422832980972521,0.00422832980972521,0.0021141649048626,0.145877378435518,0.054968287526427,0.847780126849894,0.904862579281184,0.644820295983087,0.921775898520085,0.0634249471458774,0.0021141649048626,0.0021141649048626,0.00422832980972521,0.408033826638478,0.553911205073996,0.014799154334038,0.610993657505285,0.763213530655391,0.00422832980972521,0.630021141649049,0.471458773784355
"NDM_5",0,0.0071942446043165,0.0058139534883721,0,0,0,0,0,0,0.00401606425702816,0.00277777777777777,0.0021141649048626,0.0021141649048626,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00390625,0,0,0,0,0,0,0.00308641975308643,0.0021141649048626,1,0,0,0,0,0,0,0,0,0,0,0,0.00249376558603487,0.00233644859813087,0,0.00229357798165142,0,0,0,0,0,0.00381679389312972,0,0.0034602076124568,0.00277008310249305,0,0.00335570469798663,0.00448430493273544
"OXA_1",0.392670157068063,0.315789473684211,0.894179894179894,0,0.0594795539033457,0.0053763440860215,0.0391304347826087,0.0394265232974911,0.010752688172043,0.564748201438849,0.421875,0.39323467230444,0.39323467230444,0.0106382978723404,0.0053763440860215,0,0,0,0.208888888888889,0.00534759358288772,0.0913978494623656,0.770053475935829,0.00467289719626163,0.0053763440860215,0,0.229946524064171,0,0.58307210031348,0,0,0.00495049504950495,0,0.0114068441064639,0,0.00497512437810943,0.0339622641509434,0.0785123966942148,0.0053763440860215,0,0,0.0471014492753623,0,0.00534759358288772,0.561837455830389,0.0984455958549223,0,0.0267379679144385,0.00469483568075113,0.0053763440860215,0,0.5,0.39323467230444,0,1,0.0053763440860215,0.017467248908297,0.00413223140495866,0,0,0,0,0,0.0759493670886076,0,0.421307506053269,0.395454545454546,0.423188405797101,0.407239819004525,0.00465116279069766,0,0,0,0.138138138138138,0.464052287581699,0,0.384839650145773,0.502747252747253,0,0.602649006622517,0.65587044534413
"OXA_10",0.0125,0,0,0,0,1,0,0.00961538461538458,0,0,0.00277777777777777,0.0021141649048626,0.0021141649048626,0,1,0,0,0,0,0.5,0,0.00689655172413794,0,1,0,0,0,0.00313479623824453,0,0,0,0,0,0,0,0.0113636363636364,0,0,0,0,0.00970873786407767,0,0,0,0,0,0,0,1,0,0.00308641975308643,0.0021141649048626,0,0.0053763440860215,1,0.0212765957446809,0.0175438596491229,0,0,0,0,0,0,0,0.00249376558603487,0.00233644859813087,0.00327868852459012,0.00229357798165142,0,0,0,0,0.00518134715025909,0,0,0.0034602076124568,0.00277008310249305,0,0.00335570469798663,0.00448430493273544
