"","Aac3_IIa","Aac3_IId","Aac6Ib_cr","AadA16","AadA1","AadA1_pm","AadA17","AadA2","AadA24","AadA5","AmpC1","AmpC2","AMPH","Aph3","Arr2","Arr3","CARB_2","Cat_pC221","CatA1","CatA2","CatB3","CatB4","CmlA1","CmlA5","CMY_42","CMY_94","CTX_M_1","CTX_M_15","CTX_M_3","CTX_M_55","CTX_M_14","CTX_M_16","CTX_M_27","CTX_M_65","CTX_M_9","DfrA12","DfrA1","DfrA15","DfrA16","DfrA27","DfrA14","DfrA30","DfrA5","DfrA17","DfrA8","ErmB","FloR","FosA","LAP_2","MefB","MphA","MrdA","NDM_5","OXA_1","OXA_10","QepA","Qnr_S1","QnrS2","QnrB1","QnrB19","QnrB6","RmtB","Sat_2A","SHV_12","StrA","StrB","SulI","SulII","SulIII","TEM_135","TEM_33","TEM_90","TetA","TetB","TetD","TEM_1","GyrA","GyrB","ParC","ParE"
"QepA",0.016,0.0568181818181818,0.0138888888888888,0,0.00689655172413794,0.0212765957446809,0.639344262295082,0.398148148148148,0,0.0171821305841925,0.130555555555556,0.0993657505285412,0.0993657505285412,0.02,0.0212765957446809,0,0,0,0.242990654205608,0.0425531914893617,0,0.0158730158730158,0.0133333333333333,0.0212765957446809,0,0,0,0.0368271954674221,0,0,0,0,0.395604395604396,0,0,0.467391304347826,0.00826446280991733,0,0,0,0.0563380281690141,0,0,0.0167785234899329,0.028169014084507,0.142857142857143,0,0,0.0212765957446809,0,0.138036809815951,0.0993657505285412,0,0.017467248908297,0.0212765957446809,1,0.00970873786407767,0,0,0,0,0,0.00869565217391299,0,0.0900243309002433,0.099537037037037,0.150326797385621,0.100227790432802,0.0131578947368421,0,0,0,0.182266009852217,0.144444444444444,0.0188679245283019,0.0734824281150159,0.130193905817174,0,0.157718120805369,0.205357142857143
"Qnr_S1",0.00735294117647056,0.00512820512820511,0,0,0.0469798657718121,0.0175438596491229,0,0.0125786163522013,0,0.00657894736842102,0.120967741935484,0.120507399577167,0.120507399577167,0,0.0175438596491229,0,0.0175438596491229,0,0,0.0172413793103449,0,0.00497512437810943,0.0117647058823529,0.0175438596491229,0,0,0,0.171339563862928,0.0289855072463768,0,0,0,0,0,0,0.00694444444444442,0.0476190476190477,0,0.0175438596491229,0,0.415929203539823,0,0,0.00967741935483868,0,0,0,0,0.0175438596491229,0,0.0106100795755968,0.120507399577167,0,0.00413223140495866,0.0175438596491229,0.00970873786407767,1,0,0,0.0350877192982456,0,0,0.024390243902439,0.0121951219512195,0.108958837772397,0.117511520737327,0.00835654596100277,0.125570776255708,0.0116279069767442,0,0.0175438596491229,0,0.141552511415525,0.00630914826498419,0,0.0984126984126984,0.0170316301703163,0.0172413793103449,0.00566572237960339,0.0071942446043165
"QnrS2",0,0,0,0,0.0101010101010101,0,0,0.00961538461538458,0,0,0.00277777777777777,0.0021141649048626,0.0021141649048626,0,0,0,0,0,0,0,0,0,0.0344827586206896,0,0,0,0,0,0.0714285714285714,0,0,0,0,0,0,0.0113636363636364,0,0,0,0,0,0,0,0,0,0,0,0.0357142857142857,0,0,0,0.0021141649048626,0,0,0,0,0,1,0,0,0,0,0,0,0.00249376558603487,0.00233644859813087,0.00327868852459012,0,0.0333333333333333,0,0,0,0.00518134715025909,0,0,0,0,0,0,0
"QnrB1",0,0.0143884892086331,0,0,0,0,0,0,0,0,0,0.00422832980972521,0.00422832980972521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00626959247648906,0,0,0,0,0,0,0,0,0,0,0,0,0.0194174757281553,0,0,0,0,0,0,0,0,0,0,0.00422832980972521,0,0,0,0,0,0,1,0,0,0,0,0,0.00498753117206985,0.00467289719626163,0,0.00458715596330272,0,0,0,1,0,0,0,0,0,0,0,0
"QnrB19",0,0,0,0,0,0,0,0,0,0,0,0.00422832980972521,0.00422832980972521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00626959247648906,0,0,0,0,0,0,0,0,0,0,0,0,0.0194174757281553,0,0,0,0,0,0,0,0,0,0,0.00422832980972521,0,0,0,0,0.0350877192982456,0,0,1,0,0,0,0,0.00498753117206985,0.00467289719626163,0,0.00458715596330272,0,0,0,0,0.00515463917525771,0,0,0.00692041522491349,0,0,0,0
"QnrB6",0,0.00714285714285712,0.0116279069767442,1,0,0,0,0,0,0,0.00277008310249305,0.00422832980972521,0.00422832980972521,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.00626959247648906,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00389105058365757,0,0,0,0,0,0,0,0.00422832980972521,0,0,0,0,0,0,0,0,1,0,0,0,0.00248756218905477,0.00233100233100236,0.00655737704918036,0.00228832951945079,0,0,0,0,0.0103626943005182,0.00380228136882133,0,0.00344827586206897,0.0055401662049861,0,0.00671140939597314,0
"RmtB",0,0,0,0,0.0101010101010101,0,0,0.00961538461538458,0,0.00401606425702816,0.00277777777777777,0.0021141649048626,0.0021141649048626,0,0,0,0,0,0,0,0,0,0.0344827586206896,0,0,0,0,0,0,0,0,0,0,1,0,0.0113636363636364,0,0,0,0,0.00970873786407767,0,0,0.00390625,0,0,0,0.0357142857142857,0,1,0.00308641975308643,0.0021141649048626,0,0,0,0,0,0,0,0,0,1,0,0.0384615384615384,0,0.00233644859813087,0.00327868852459012,0.00229357798165142,0.0333333333333333,0,0,0,0,0.00381679389312972,0,0.0034602076124568,0.00277008310249305,0.5,0,0.00448430493273544
"Sat_2A",0,0.124324324324324,0.00836820083682011,0,0.570093457943925,0,0.0166666666666667,0.145695364238411,0.0289855072463768,0.00952380952380949,0.102827763496144,0.145877378435518,0.145877378435518,0.0138888888888888,0,0,0,0,0.139705882352941,0,0,0,0,0,0,0.0089285714285714,0,0.168674698795181,0,0,0,0,0.0136054421768708,0,0.148648648648649,0.162962962962963,0.92,0,0,0,0.0424242424242425,0,0.0142857142857142,0.00931677018633537,0.0919540229885057,0,0,0,0,0,0.100840336134454,0.145877378435518,0,0.0759493670886076,0,0.00869565217391299,0.024390243902439,0,0,0,0,0,1,0.0439560439560439,0.154791154791155,0.155813953488372,0.0685714285714286,0.158256880733945,0,0,0,0,0.0274509803921569,0.208029197080292,0.0704225352112676,0.154838709677419,0.159029649595687,0.0142857142857142,0.0576368876080692,0.0855018587360594
"SHV_12",0,0,0,0,0.0416666666666666,0,0,0.00775193798449614,0,0.0784313725490196,0.0575342465753425,0.054968287526427,0.054968287526427,0,0,0,0,0,0,0,0,0,0.0185185185185185,0,0,0,0,0,0.0256410256410257,0,0,0,0.00952380952380949,0.0384615384615384,0,0.00884955752212391,0.0412371134020618,0,0,0,0.162162162162162,0,0,0.0763358778625954,0.0196078431372549,0,0,0.0188679245283019,0,0.0384615384615384,0.0606060606060606,0.054968287526427,0,0,0,0,0.0121951219512195,0,0,0,0,0.0384615384615384,0.0439560439560439,1,0.0142517814726841,0.0509259259259259,0.0643086816720257,0.05,0.0181818181818182,0,0,0,0.0138888888888888,0.0867924528301887,0,0.0862068965517242,0.0602739726027397,0.037037037037037,0.00621118012422361,0.00403225806451613
"StrA",0.187654320987654,0.313868613138686,0.400977995110025,0.00248756218905477,0.187648456057007,0.00249376558603487,0.104622871046229,0.193853427895981,0.00248756218905477,0.522248243559719,0.657952069716776,0.847780126849894,0.847780126849894,0.0099750623441397,0.00249376558603487,0,0.00249376558603487,0,0.162291169451074,0.00498753117206985,0.0398009950248757,0.341523341523342,0.0411622276029056,0.00249376558603487,0.00249376558603487,0.109725685785536,0.00498753117206985,0.651376146788991,0.0272277227722773,0.00249376558603487,0.0170316301703163,0.0174563591022444,0.184729064039409,0,0.0399002493765586,0.181159420289855,0.160975609756098,0.00249376558603487,0.00249376558603487,0.00248756218905477,0.145454545454546,0,0.00248756218905477,0.53864168618267,0.0621890547263682,0.0173697270471465,0.0149625935162094,0.0362318840579711,0.00249376558603487,0,0.662844036697248,0.847780126849894,0.00249376558603487,0.421307506053269,0.00249376558603487,0.0900243309002433,0.108958837772397,0.00249376558603487,0.00498753117206985,0.00498753117206985,0.00248756218905477,0,0.154791154791155,0.0142517814726841,1,0.879818594104308,0.608200455580866,0.87248322147651,0.0435835351089588,0.00249376558603487,0.00249376558603487,0.00498753117206985,0.414285714285714,0.524137931034483,0.0149253731343284,0.578947368421053,0.708520179372197,0,0.629370629370629,0.485714285714286
"StrB",0.173210161662818,0.297482837528604,0.363636363636364,0.00233100233100236,0.192307692307692,0.00233644859813087,0.110854503464203,0.203619909502262,0.00467289719626163,0.528216704288939,0.698275862068966,0.904862579281184,0.904862579281184,0.00934579439252337,0.00233644859813087,0,0.00233644859813087,0,0.178899082568807,0.00467289719626163,0.0348837209302325,0.311212814645309,0.045766590389016,0.00233644859813087,0.00233644859813087,0.0976744186046512,0.00467289719626163,0.645374449339207,0.0327102803738317,0.00233644859813087,0.0183066361556065,0.0163551401869159,0.184149184149184,0.00233644859813087,0.0254041570438799,0.191685912240185,0.161662817551963,0.00233644859813087,0.00233644859813087,0.00233100233100236,0.234883720930233,0,0.00467289719626163,0.544018058690745,0.0436781609195402,0.0186480186480187,0.014018691588785,0.0434782608695652,0.00233644859813087,0.00233644859813087,0.68609865470852,0.904862579281184,0.00233644859813087,0.395454545454546,0.00233644859813087,0.099537037037037,0.117511520737327,0.00233644859813087,0.00467289719626163,0.00467289719626163,0.00233100233100236,0.00233644859813087,0.155813953488372,0.0509259259259259,0.879818594104308,1,0.643497757847534,0.932885906040268,0.0480549199084668,0.00233644859813087,0.00233644859813087,0.00467289719626163,0.404977375565611,0.568181818181818,0.013986013986014,0.604026845637584,0.741721854304636,0.00233100233100236,0.616926503340757,0.479545454545454
"SulI",0.226114649681529,0.309734513274336,0.441087613293051,0.00655737704918036,0.103825136612022,0.00327868852459012,0.173770491803279,0.282131661442006,0,0.653731343283582,0.507936507936508,0.644820295983087,0.644820295983087,0.00651465798045603,0.00327868852459012,0.00327868852459012,0,0,0.177710843373494,0.00655737704918036,0.00311526479750779,0.442307692307692,0.0470219435736677,0.00327868852459012,0,0.140522875816993,0,0.468235294117647,0.0424836601307189,0,0.00940438871473359,0,0.245954692556634,0.00327868852459012,0.00626959247648906,0.288524590163934,0.0734463276836158,0.00327868852459012,0,0.00655737704918036,0.0851063829787234,0,0,0.65,0.0376175548589341,0.0261437908496732,0.0163398692810458,0.0438871473354232,0.00327868852459012,0.00327868852459012,0.797142857142857,0.644820295983087,0,0.423188405797101,0.00327868852459012,0.150326797385621,0.00835654596100277,0.00327868852459012,0,0,0.00655737704918036,0.00327868852459012,0.0685714285714286,0.0643086816720257,0.608200455580866,0.643497757847534,1,0.617903930131004,0.046875,0,0,0,0.353260869565217,0.588235294117647,0.00970873786407767,0.452322738386308,0.734375,0.00326797385620914,0.656593406593407,0.512893982808023
"SulII",0.175398633257403,0.303854875283447,0.372460496613995,0.00228832951945079,0.175824175824176,0.00229357798165142,0.111363636363636,0.179039301310044,0.00458715596330272,0.539325842696629,0.704496788008565,0.921775898520085,0.921775898520085,0.00917431192660545,0.00229357798165142,0,0.00229357798165142,0,0.180995475113122,0.00458715596330272,0.0366132723112128,0.317460317460317,0.0242290748898678,0.00229357798165142,0.00229357798165142,0.100917431192661,0.00228832951945079,0.681514476614699,0.0112359550561798,0.00229357798165142,0.0179775280898876,0.0160550458715596,0.180778032036613,0.00229357798165142,0.036697247706422,0.167037861915368,0.169336384439359,0.00229357798165142,0.00229357798165142,0.00228832951945079,0.233409610983982,0.00229357798165142,0.00458715596330272,0.555056179775281,0.0596330275229358,0.0206422018348624,0.0137614678899083,0.0220264317180616,0.00229357798165142,0.00229357798165142,0.700223713646532,0.921775898520085,0.00229357798165142,0.407239819004525,0.00229357798165142,0.100227790432802,0.125570776255708,0,0.00458715596330272,0.00458715596330272,0.00228832951945079,0.00229357798165142,0.158256880733945,0.05,0.87248322147651,0.932885906040268,0.617903930131004,1,0.0241758241758242,0.00229357798165142,0.00229357798165142,0.00458715596330272,0.385462555066079,0.565022421524664,0.0160550458715596,0.64027149321267,0.763274336283186,0.00458715596330272,0.638392857142857,0.487584650112867
"SulIII",0,0.00595238095238093,0.00497512437810943,0,0.29,0,0.0121951219512195,0.276190476190476,0,0.0145454545454545,0.0803324099722992,0.0634249471458774,0.0634249471458774,0,0,0,0.0333333333333333,0.0333333333333333,0.00869565217391299,0,0.0217391304347826,0,0.966666666666667,0,0,0,0.032258064516129,0.00576368876080691,0.375,0,0.424242424242424,0,0.00917431192660545,0.0333333333333333,0,0.134615384615385,0.0194174757281553,0,0.0333333333333333,0,0.0390625,0,0,0.0141843971631206,0,0,0,0.870967741935484,0,0.0333333333333333,0.00854700854700852,0.0634249471458774,0,0.00465116279069766,0,0.0131578947368421,0.0116279069767442,0.0333333333333333,0,0,0,0.0333333333333333,0,0.0181818181818182,0.0435835351089588,0.0480549199084668,0.046875,0.0241758241758242,1,0.0333333333333333,0,0,0.103960396039604,0.0103806228373703,0,0.0159235668789809,0.0129533678756477,0.032258064516129,0.00923076923076926,0.012
"TEM_135",0,0,0,0,0.0101010101010101,0,0,0.00961538461538458,0,0.00401606425702816,0.00277777777777777,0.0021141649048626,0.0021141649048626,0,0,0,0,0,0,0,0,0,0.0344827586206896,0,0,0,0,0,0,0,0.0588235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0.00390625,0,0,0,0.0357142857142857,0,0,0,0.0021141649048626,0,0,0,0,0,0,0,0,0,0,0,0,0.00249376558603487,0.00233644859813087,0,0.00229357798165142,0.0333333333333333,1,0,0,0,0,0,0,0,0,0,0
"TEM_33",0,0,0,0,0,0,0,0,0,0,0.00277777777777777,0.0021141649048626,0.0021141649048626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00313479623824453,0,0,0,0,0,0,0,0,0,0,0,0,0.00970873786407767,0,0,0,0,0,0,0,0,0,0,0.0021141649048626,0,0,0,0,0.0175438596491229,0,0,0,0,0,0,0,0.00249376558603487,0.00233644859813087,0,0.00229357798165142,0,0,1,0,0.00518134715025909,0,0,0,0.00277008310249305,0,0.00335570469798663,0.00448430493273544
"TEM_90",0,0.0143884892086331,0,0,0,0,0,0,0,0,0,0.00422832980972521,0.00422832980972521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00626959247648906,0,0,0,0,0,0,0,0,0,0,0,0,0.0194174757281553,0,0,0,0,0,0,0,0,0,0,0.00422832980972521,0,0,0,0,0,0,1,0,0,0,0,0,0.00498753117206985,0.00467289719626163,0,0.00458715596330272,0,0,0,1,0,0,0,0,0,0,0,0
"TetA",0.0876494023904383,0.110367892976589,0.147798742138365,0.0103626943005182,0.110266159695817,0.00518134715025909,0.165876777251185,0.242677824267782,0,0.277456647398844,0.295081967213115,0.408033826638478,0.408033826638478,0.00510204081632648,0.00518134715025909,0.00518134715025909,0.00518134715025909,0.00518134715025909,0.0813953488372093,0.0103626943005182,0.0714285714285714,0.104575163398693,0.099009900990099,0.00518134715025909,0,0,0.0103626943005182,0.239709443099274,0.0561224489795918,0,0.0447761194029851,0,0.385786802030457,0,0,0.206008583690987,0.0347490347490348,0.00518134715025909,0.00518134715025909,0.0103626943005182,0.174603174603175,0.00518134715025909,0.00515463917525771,0.282857142857143,0.00458715596330272,0.0253807106598984,0.0257731958762887,0.0886699507389163,0.00518134715025909,0,0.346354166666667,0.408033826638478,0,0.138138138138138,0.00518134715025909,0.182266009852217,0.141552511415525,0.00518134715025909,0,0.00515463917525771,0.0103626943005182,0,0.0274509803921569,0.0138888888888888,0.414285714285714,0.404977375565611,0.353260869565217,0.385462555066079,0.103960396039604,0,0.00518134715025909,0,1,0.120689655172414,0.0101010101010101,0.248704663212435,0.328537170263789,0,0.356353591160221,0.209302325581395
"TetB",0.183391003460208,0.35472972972973,0.418300653594771,0.00380228136882133,0.172077922077922,0,0.171003717472119,0.232323232323232,0.00763358778625955,0.435393258426966,0.59079283887468,0.553911205073996,0.553911205073996,0.0152671755725191,0,0,0,0,0.288888888888889,0.00380228136882133,0.00359712230215825,0.398625429553265,0.00692041522491349,0,0.00381679389312972,0.16793893129771,0.00380228136882133,0.470886075949367,0.00363636363636366,0,0.00359712230215825,0.0267175572519084,0.128712871287129,0.00381679389312972,0.0411985018726592,0.24113475177305,0.212230215827338,0.00381679389312972,0,0.00380228136882133,0.0993975903614458,0,0.00380228136882133,0.442896935933148,0.0786516853932584,0.0265151515151515,0.0190114068441065,0.0034602076124568,0,0.00381679389312972,0.627777777777778,0.553911205073996,0.00381679389312972,0.464052287581699,0,0.144444444444444,0.00630914826498419,0,0,0,0.00380228136882133,0.00381679389312972,0.208029197080292,0.0867924528301887,0.524137931034483,0.568181818181818,0.588235294117647,0.565022421524664,0.0103806228373703,0,0,0,0.120689655172414,1,0,0.517906336088154,0.674731182795699,0.00380228136882133,0.559888579387187,0.638513513513513
"TetD",0,0.0138888888888888,0,0,0.0495049504950495,0,0.0344827586206896,0.0277777777777778,0,0.00787401574803148,0.0166204986149584,0.014799154334038,0.014799154334038,0,0,0,0,0,0.021978021978022,0,0,0,0,0,0,0,0,0.0219435736677116,0,0,0,0,0,0,0,0.0326086956521739,0.064935064935065,0,0,0,0,0,0,0.0076628352490421,0,0.0666666666666667,0,0,0,0,0.00914634146341464,0.014799154334038,0,0,0,0.0188679245283019,0,0,0,0,0,0,0.0704225352112676,0,0.0149253731343284,0.013986013986014,0.00970873786407767,0.0160550458715596,0,0,0,0,0.0101010101010101,0,1,0.0242214532871973,0.0193905817174516,0,0.00328947368421051,0.00877192982456143
"TEM_1",0.114803625377644,0.45578231292517,0.351906158357771,0.00344827586206897,0.1513353115727,0.0034602076124568,0.103225806451613,0.169642857142857,0.00344827586206897,0.427055702917772,0.516355140186916,0.610993657505285,0.610993657505285,0.00687285223367695,0.0034602076124568,0,0.0034602076124568,0,0.194267515923567,0.00692041522491349,0.0551724137931034,0.307228915662651,0.0159744408945687,0.0034602076124568,0.0034602076124568,0.152249134948097,0.00344827586206897,0.591623036649215,0.00664451827242529,0.0034602076124568,0.0166112956810631,0.0242214532871973,0.0634005763688761,0.0034602076124568,0.0234899328859061,0.16,0.155555555555556,0.0034602076124568,0.0034602076124568,0.00344827586206897,0.22884012539185,0.0034602076124568,0.00692041522491349,0.445623342175066,0.0899653979238755,0.0136054421768708,0.00682593856655289,0.0127795527156549,0.0034602076124568,0.0034602076124568,0.547979797979798,0.610993657505285,0.0034602076124568,0.384839650145773,0.0034602076124568,0.0734824281150159,0.0984126984126984,0,0,0.00692041522491349,0.00344827586206897,0.0034602076124568,0.154838709677419,0.0862068965517242,0.578947368421053,0.604026845637584,0.452322738386308,0.64027149321267,0.0159235668789809,0,0,0,0.248704663212435,0.517906336088154,0.0242214532871973,1,0.585365853658537,0.00344827586206897,0.460199004975124,0.395095367847411
"GyrA",0.208219178082192,0.362397820163488,0.464285714285714,0.0055401662049861,0.144278606965174,0.00277008310249305,0.143646408839779,0.201550387596899,0.0055401662049861,0.635388739946381,0.588105726872247,0.763213530655391,0.763213530655391,0.0110803324099723,0.00277008310249305,0.00277008310249305,0,0,0.221311475409836,0.0055401662049861,0.0470914127423823,0.39010989010989,0.0103626943005182,0.00277008310249305,0.00277008310249305,0.121883656509695,0.00276243093922657,0.611374407582938,0.00267379679144386,0,0.0106951871657754,0.0193905817174516,0.198369565217391,0.00277008310249305,0.00265957446808507,0.200534759358289,0.162666666666667,0.00277008310249305,0,0.0055401662049861,0.104761904761905,0,0.00276243093922657,0.649732620320856,0.0573770491803278,0.0249307479224377,0.0138121546961326,0.00777202072538863,0.00277008310249305,0.00277008310249305,0.831550802139037,0.763213530655391,0.00277008310249305,0.502747252747253,0.00277008310249305,0.130193905817174,0.0170316301703163,0,0,0,0.0055401662049861,0.00277008310249305,0.159029649595687,0.0602739726027397,0.708520179372197,0.741721854304636,0.734375,0.763274336283186,0.0129533678756477,0,0.00277008310249305,0,0.328537170263789,0.674731182795699,0.0193905817174516,0.585365853658537,1,0.0055401662049861,0.820441988950276,0.608815426997245
"GyrB",0,0,0,0,0.0202020202020202,0,0,0.00952380952380949,0,0.004,0.00555555555555554,0.00422832980972521,0.00422832980972521,0,0,0,0,0,0,0,0,0,0.0333333333333333,0,0,0,0,0.00312500000000004,0,0,0,0,0,0.5,0,0.0112359550561798,0.0131578947368421,0,0,0,0.00961538461538458,0,0,0.00389105058365757,0,0,0,0.0344827586206896,0,0.5,0.00307692307692309,0.00422832980972521,0,0,0,0,0.0172413793103449,0,0,0,0,0.5,0.0142857142857142,0.037037037037037,0,0.00233100233100236,0.00326797385620914,0.00458715596330272,0.032258064516129,0,0,0,0,0.00380228136882133,0,0.00344827586206897,0.0055401662049861,1,0,0.0044642857142857
"ParC",0.251655629139073,0.332317073170732,0.561461794019934,0.00671140939597314,0.0474934036939314,0.00335570469798663,0.154605263157895,0.151862464183381,0.00671140939597314,0.652567975830816,0.548235294117647,0.630021141649049,0.630021141649049,0.0134228187919463,0.00335570469798663,0.00335570469798663,0,0,0.246753246753247,0.00671140939597314,0.0570469798657718,0.471760797342193,0.0092592592592593,0.00335570469798663,0.00335570469798663,0.1438127090301,0,0.5425,0,0,0.0128617363344051,0.0234899328859061,0.239344262295082,0,0.00319488817891378,0.148809523809524,0.0596590909090909,0.00335570469798663,0,0.00671140939597314,0.0750670241286864,0,0.00334448160535117,0.668674698795181,0.0657894736842105,0.0302013422818792,0.0167224080267558,0.00617283950617287,0.00335570469798663,0,0.762039660056657,0.630021141649049,0.00335570469798663,0.602649006622517,0.00335570469798663,0.157718120805369,0.00566572237960339,0,0,0,0.00671140939597314,0,0.0576368876080692,0.00621118012422361,0.629370629370629,0.616926503340757,0.656593406593407,0.638392857142857,0.00923076923076926,0,0.00335570469798663,0,0.356353591160221,0.559888579387187,0.00328947368421051,0.460199004975124,0.820441988950276,0,1,0.71947194719472
"ParE",0.236734693877551,0.335793357933579,0.586345381526104,0,0.0627062706270627,0.00448430493273544,0.2,0.193430656934307,0.00896860986547088,0.475,0.592896174863388,0.471458773784355,0.471458773784355,0.00888888888888884,0.00448430493273544,0,0,0,0.30379746835443,0.00896860986547088,0.0762331838565022,0.489878542510122,0.0120481927710844,0.00448430493273544,0.00448430493273544,0.191964285714286,0,0.497237569060774,0,0,0.00418410041841,0,0.165384615384615,0.00448430493273544,0.0127118644067796,0.196153846153846,0.0875912408759124,0.00448430493273544,0,0,0.065359477124183,0,0.0044642857142857,0.473846153846154,0.0826086956521739,0.0265486725663717,0.0223214285714286,0.00803212851405621,0.00448430493273544,0.00448430493273544,0.590116279069767,0.471458773784355,0.00448430493273544,0.65587044534413,0.00448430493273544,0.205357142857143,0.0071942446043165,0,0,0,0,0.00448430493273544,0.0855018587360594,0.00403225806451613,0.485714285714286,0.479545454545454,0.512893982808023,0.487584650112867,0.012,0,0.00448430493273544,0,0.209302325581395,0.638513513513513,0.00877192982456143,0.395095367847411,0.608815426997245,0.0044642857142857,0.71947194719472,1
